Drug,Y
O=C(c1cccc(I)c1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,96.1
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,99.2
O=C(c1nc2ccccc2c(-c2ccccc2)c1CI)N1CCOCC1,95.3
O=C1C2CCCN2C(=O)N1c1ccc(F)c(C(F)(F)F)c1,46.0
O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2cc(OCCCF)c(C(F)(F)F)cc2N1,95.12
O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2ccc(-c3ccc(I)cc3)cc2N1,98.67
O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2ccc(-c3cccc(I)c3)cc2N1,98.46
O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2ccc(I)cc2N1,94.92
O=C1CCC(NC(=O)c2cc(F)c(F)c(F)c2F)C(=O)N1,17.0
O=C1CCC(NC(=O)c2ccccc2)C(=O)N1,10.0
O=C1CN(c2cc3nccnc3c(NC[C@H]3CCCNC3)n2)CCN1,59.0
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,76.7
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,85.85
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,60.0
O=C1CNC(=O)N1c1ccc(F)c(C(F)(F)F)c1,43.6
O=C1NC2(CCCC2)C(=O)N1c1ccc(F)c(C(F)(F)F)c1,70.4
O=C1NC2(CCCCC2)C(=O)N1c1ccc(F)c(C(F)(F)F)c1,74.9
O=C1N[C@H](c2ccccc2)C(=O)N1c1ccc(F)c(C(F)F)c1,90.0
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,87.0
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,99.9
O=[N+]([O-])c1c(CS(=O)(=O)c2ccccc2)nc2c(Br)cc(Cl)cn12,96.5
O=[N+]([O-])c1c(CS(=O)(=O)c2ccccc2)nc2c(C#CCCO)cc(Cl)cn12,98.5
O=[N+]([O-])c1c(CS(=O)(=O)c2ccccc2)nc2c(Sc3ccc(Cl)cc3)cc(Cl)cn12,99.95
O=[N+]([O-])c1c(CS(=O)(=O)c2cccnc2)nc2c(Br)cc(Cl)cn12,87.0
O=c1[nH]c2c([N+](=O)[O-])cccc2cc1Br,92.2
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,5.0
O[C@@H](CN1[C@@H]2CC[C@H]1C/C(=C\c1ccc(F)cc1)C2)c1ccccc1,95.0
O[C@H]1CNCCC[C@@H]1n1c2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc21,92.9
c1cnc2c(NC[C@H]3CCCNC3)nc(-c3cc[nH]n3)cc2n1,79.0
c1cnc2c(NC[C@H]3CCCNC3)nc(-c3cn[nH]c3)cc2n1,76.0
c1cnc2c(NC[C@H]3CCCNC3)nc(N3CCNCC3)cc2n1,70.0
